term,definition,source_anchor,notes
mobile code,"Software programs or parts of programs obtained from remote information systems, transmitted across a network, and executed on a local information system without explicit installation or execution by the recipient.",https://csrc.nist.gov/glossary/term/mobile_code,source: NIST SP 800-18 Rev. 1; NIST SP 800-53 Rev. 4
mobile code,"Software programs or parts of programs obtained from remote information systems, transmitted across a network, and executed on a local information system without explicit installation or execution by the recipient. Note: Some examples of software technologies that provide the mechanisms for the production and use of mobile code include Java, JavaScript, ActiveX, VBScript, etc.",https://csrc.nist.gov/glossary/term/mobile_code,source: CNSSI 4009-2015
mobile code,"A program (e.g., script, macro, or other portable instruction) that can be shipped unchanged to a heterogeneous collection of platforms and executed with identical semantics.",https://csrc.nist.gov/glossary/term/mobile_code,source: NIST SP 800-28 Version 2; NIST Cybersecurity Framework Version 1.1
mobile code,"Executable code that is normally transferred from its source to another computer system for execution. This transfer is often through the network (e.g., JavaScript embedded in a web page) but may transfer through physical media as well.",https://csrc.nist.gov/glossary/term/mobile_code,source: NIST SP 800-63-3
mobile code,"Software that is transmitted from a remote host to be executed on a local host, typically without the user’s explicit instruction.",https://csrc.nist.gov/glossary/term/mobile_code,source: NIST SP 800-83 Rev. 1
mobile code risk categories,"Categories of risk associated with mobile code technology based on functionality, level of access to workstation, server, and remote system services and resources, and the resulting threat to information systems.",https://csrc.nist.gov/glossary/term/mobile_code_risk_categories,source: CNSSI 4009-2015
mobile code technologies,"Software technologies that provide the mechanisms for the production and use of mobile code (e.g., Java, JavaScript, ActiveX, VBScript).",https://csrc.nist.gov/glossary/term/mobile_code_technologies,source: CNSSI 4009-2015; NIST SP 800-18 Rev. 1; NIST SP 800-53 Rev. 4
mobile code technologies,Software technologies that provide the mechanisms for the production and use of mobile code.,https://csrc.nist.gov/glossary/term/mobile_code_technologies,source: NIST SP 800-53 Rev. 5
Mobile Data Terminal,,https://csrc.nist.gov/glossary/term/mobile_data_terminal,abbr/syn: MDT; no definition listed
Mobile Data Unit,,https://csrc.nist.gov/glossary/term/mobile_data_unit,abbr/syn: MDU; no definition listed
mobile device,"A portable computing device that has a small form factor such that it can easily be carried by a single individual; is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); possesses local, non-removable, or removable data storage; and includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, or built-in features that synchronize local data with remote locations. Examples include smartphones, tablets, and e-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-171r3
mobile device,"A portable computing device that: (i) has a small form factor such that it can easily be carried by a single individual; (ii) is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); (iii) possesses local, non-removable data storage; and (iv) is powered-on for extended periods of time with a self-contained power source. Mobile devices may also include voice communication capabilities, on board sensors that allow the device to capture (e.g., photograph, video, record, or determine location) information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones, tablets, and E-readers. Note: If the device only has storage capability and is not capable of processing or transmitting/receiving information, then it is considered a portable storage device, not a mobile device. See portable storage device.",https://csrc.nist.gov/glossary/term/mobile_device,source: CNSSI 4009-2015
mobile device,"A mobile device is a small hand-held device that has a display screen with touch input and/or a QWERTY keyboard and may provide users with telephony capabilities. Mobile devices are used interchangeably (phones, tablets) throughout this document.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-101 Rev. 1
mobile device,"A portable computing device that: (i) has a small form factor such that it can easily be carried by a single individual; (ii) is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); (iii) possesses local, non-removable or removable data storage; and (iv) includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones, tablets, and e-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-157
mobile device,"A mobile device, for the purpose of this document is a portable computing device that: (i) has a small form factor such that it can easily be carried by a single individual; (ii) is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); (iii) possesses local, non-removable or removable data storage; and (iv) includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones, tablets, and e-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-79-2
mobile device,"A portable computing device that (1) has a small form factor so it can easily be carried by a single individual; (2) is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); (3) possesses local, nonremovable or removable data storage; and (4) includes a self-contained power source. Mobile devices may also include voice communication capabilities, onboard sensors that allow the devices to capture information, and/or built-in features for synchronizing local data with remote locations. Examples are smartphones, tablets, and e-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 1800-12b
mobile device,"A portable computing device that has a small form factor such that it can easily be carried by a single individual; is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); possesses local, non-removable/removable data storage; and includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, or built-in features that synchronize local data with remote locations. Examples include smartphones, tablets, and E-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-171 Rev. 2; NIST SP 800-171 Rev. 1
mobile device,"A portable computing device that: (i) has a small form factor such that it can easily be carried by a single individual; (ii) is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); (iii) possesses local, non-removable or removable data storage; and (iv) includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones, tablets, and E-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-53 Rev. 4; NIST SP 1800-21B
mobile device,"A portable computing device that has a small form factor such that it can easily be carried by a single individual; is designed to operate without a physical connection (e.g., wirelessly transmit or receive information); possesses local, non-removable data storage; and is powered on for extended periods of time with a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the device to capture (e.g., photograph, video, record, or determine location) information, and/or built-in features for synchronizing local data with remote locations. Examples include smart phones, tablets, and e-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-53 Rev. 5; NIST SP 800-124r2
mobile device,"A portable computing device that has a small form factor such that it can easily be carried by a single individual, is designed to operate without a physical connection (e.g., wirelessly transmit or receive information), possesses local, non-removable or removable data storage, and includes a self-contained power source. Mobile devices may also include voice communication capabilities, on-board sensors that allow the devices to capture information, or built-in features that synchronize local data with remote locations. Examples include smartphones, tablets, and E-readers.",https://csrc.nist.gov/glossary/term/mobile_device,source: NIST SP 800-172
Mobile Device Management (MDM),"The administration of mobile devices such as smartphones, tablets, computers, laptops, and desktop computers. MDM is usually implemented through a third-party product that has management features for particular vendors of mobile devices.",https://csrc.nist.gov/glossary/term/mobile_device_management,abbr/syn: MDM; source: NIST SP 1800-21B
Mobile Device Manager,,https://csrc.nist.gov/glossary/term/mobile_device_manager,abbr/syn: MDM; no definition listed
Mobile Device Security,,https://csrc.nist.gov/glossary/term/mobile_device_security,abbr/syn: MDS; no definition listed
Mobile Driving License,,https://csrc.nist.gov/glossary/term/mobile_driving_license,abbr/syn: mDL; no definition listed
Mobile Endpoint Security,,https://csrc.nist.gov/glossary/term/mobile_endpoint_security,abbr/syn: MES; no definition listed
Mobile Equipment,,https://csrc.nist.gov/glossary/term/mobile_equipment,abbr/syn: ME; no definition listed
Mobile Equipment Identifier,,https://csrc.nist.gov/glossary/term/mobile_equipment_identifier,abbr/syn: MEID; no definition listed
Mobile Internet Key Exchange (MOBIKE),A form of IKE supporting the use of devices with multiple network interfaces that switch from one network to another while IPsec is in use.,https://csrc.nist.gov/glossary/term/mobile_internet_key_exchange,abbr/syn: MOBIKE; source: NIST SP 800-77 Rev. 1
mobile mode,"Software programs or parts of programs obtained from remote information systems, transmitted across a network, and executed on a local information system without explicit installation or execution by the recipient.",https://csrc.nist.gov/glossary/term/mobile_mode,source: NIST SP 800-128
Mobile Network Operator,,https://csrc.nist.gov/glossary/term/mobile_network_operator,abbr/syn: MNO; no definition listed
Mobile Services Category Team,,https://csrc.nist.gov/glossary/term/mobile_services_category_team,abbr/syn: MSCT; no definition listed
Mobile Single Sign-On,,https://csrc.nist.gov/glossary/term/mobile_single_sign_on,abbr/syn: MSSO; no definition listed
Mobile Subscriber Integrated Services Digital Network (MSISDN),The international telephone number assigned to a cellular subscriber.,https://csrc.nist.gov/glossary/term/mobile_subscriber_integrated_services_digital_network,abbr/syn: MSISDN; source: NIST SP 800-101 Rev. 1; NISTIR 7250; NISTIR 7387
Mobile Switching Center,,https://csrc.nist.gov/glossary/term/mobile_switching_center,abbr/syn: MSC; no definition listed
Mobile Threat Catalogue,,https://csrc.nist.gov/glossary/term/mobile_threat_catalogue,abbr/syn: MTC; no definition listed
Mobile Threat Defense,,https://csrc.nist.gov/glossary/term/mobile_threat_defense,abbr/syn: MTD; no definition listed
Mobile Threat Intelligence,,https://csrc.nist.gov/glossary/term/mobile_threat_intelligence,abbr/syn: MTI; no definition listed
Mobile Threat Posture,,https://csrc.nist.gov/glossary/term/mobile_threat_posture,abbr/syn: MTP; no definition listed
Mobile Threat Protection,,https://csrc.nist.gov/glossary/term/mobile_threat_protection,abbr/syn: MTP; no definition listed
Mobile Virtual Network Operator,,https://csrc.nist.gov/glossary/term/mobile_virtual_network_operator,abbr/syn: MVNO; no definition listed
Mobility Management Entity,,https://csrc.nist.gov/glossary/term/mobility_management_entity,abbr/syn: MME; no definition listed
MOC,,https://csrc.nist.gov/glossary/term/moc,abbr/syn: Mission Operations Center; no definition listed
MOD,,https://csrc.nist.gov/glossary/term/mod,abbr/syn: Moderate; no definition listed
Modality Performed Procedure Step,,https://csrc.nist.gov/glossary/term/modality_performed_procedure_step,abbr/syn: MPPS; no definition listed
Mode Configuration,,https://csrc.nist.gov/glossary/term/mode_configuration,abbr/syn: ModeCFG; no definition listed
mode of iteration,A method for iterating the multiple invocations of a pseudorandom function in order to derive the keying material with a required length.,https://csrc.nist.gov/glossary/term/mode_of_iteration,source: NIST SP 800-108r1
Mode of Operation (Mode),An algorithm for the cryptographic transformation of data that is based on a block cipher.,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation
Mode of Operation (Mode),The value of the random sample that occurs with the greatest frequency. This value is not necessarily unique.,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-55v1
Mode of Operation (Mode),An algorithm for the cryptographic transformation of data that features a symmetric key block cipher algorithm.,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-38A; NIST SP 800-38C
Mode of Operation (Mode),An algorithm for the cryptographic transformation of data that features a symmetric key block cipher.,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-38B
Mode of Operation (Mode),An algorithm for the cryptographic transformation of data that is based on a block cipher.,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-38D; NIST SP 800-38F
Mode of Operation (Mode),See “block cipher mode of operation.”,https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-38F
Mode of Operation (Mode),"An algorithm that uses a block cipher algorithm as a cryptographic primitive to provide a cryptographic service, such as confidentiality or authentication.",https://csrc.nist.gov/glossary/term/mode_of_operation,abbr/syn: block cipher mode of operation; mode; mode of operation; source: NIST SP 800-175B Rev. 1
ModeCFG,,https://csrc.nist.gov/glossary/term/modecfg,abbr/syn: Mode Configuration; no definition listed
Model,"A detailed description or scaled representation of one component of a larger system that can be created, operated, and analyzed to predict actual operational characteristics of the final produced component.",https://csrc.nist.gov/glossary/term/model,source: FIPS 201-3
Model,"A very detailed description or scaled representation of one component of a larger system that can be created, operated, and analyzed to predict actual operational characteristics of the final produced component.",https://csrc.nist.gov/glossary/term/model,source: FIPS 201
model weight,A numerical parameter within an AI model that helps determine the model’s outputs in response to inputs.,https://csrc.nist.gov/glossary/term/model_weight,source: NIST SP 800-218A
Model-Based Systems Engineering,,https://csrc.nist.gov/glossary/term/model_based_systems_engineering,abbr/syn: MBSE; no definition listed
Modeling and Simulation,,https://csrc.nist.gov/glossary/term/modeling_and_simulation,abbr/syn: M&S; no definition listed
Moderate,,https://csrc.nist.gov/glossary/term/moderate,abbr/syn: MOD; no definition listed
Moderate Impact,"The loss of confidentiality, integrity, or availability could be expected to have a serious adverse effect on organizational operations, organizational assets, or individuals.",https://csrc.nist.gov/glossary/term/moderate_impact,source: NIST SP 800-175A
Moderate Impact,"The loss of confidentiality, integrity, or availability that could be expected to have a serious adverse effect on organizational operations, organizational assets, individuals, other organizations, or the national security interests of the United States (i.e., 1) causes a significant degradation in mission capability to an extent and duration that the organization is able to perform its primary functions, but the effectiveness of the functions is significantly reduced; 2) results in significant damage to organizational assets; 3) results in significant financial loss; or 4) results in significant harm to individuals that does not involve loss of life or serious life-threatening injuries).",https://csrc.nist.gov/glossary/term/moderate_impact,source: NIST SP 800-161
Moderate Impact,"The loss of confidentiality, integrity, or availability that could be expected to have a serious adverse effect on organizational operations, organizational assets, individuals, other organizations, or the national security interests of the United States; (i.e., 1) causes a significant degradation in mission capability to an extent and duration that the organization is able to perform its primary functions, but the effectiveness of the functions is significantly reduced; 2) results in significant damage to organizational assets; 3) results in significant financial loss; or 4) results in significant harm to individuals that does not involve loss of life or serious life threatening injuries.).",https://csrc.nist.gov/glossary/term/moderate_impact,source: CNSSI 4009-2015
Moderate Impact,"The loss of confidentiality, integrity, or availability that could be expected to have a serious adverse effect on organizational operations, organizational assets, individuals, other organizations, or the national security interests of the United States; (i.e., 1) causes a significant degradation in mission capability to an extent and duration that the organization is able to perform its primary functions, but the effectiveness of the functions is significantly reduced; 2) results in significant damage to organizational assets; 3) results in significant financial loss; or 4) results in significant harm to individuals that does not involve loss of life or serious life-threatening injuries).",https://csrc.nist.gov/glossary/term/moderate_impact,source: NISTIR 7622
moderate-impact system,"An information system in which at least one security objective (i.e., confidentiality, integrity, or availability) is assigned a FIPS 199 potential impact value of moderate, and no security objective is assigned a FIPS 199 potential impact value of high.",https://csrc.nist.gov/glossary/term/moderate_impact_system,source: FIPS 200; NIST SP 800-37 Rev. 1
moderate-impact system,"An information system in which at least one security objective (i.e., confidentiality, integrity, or availability) is assigned a FIPS Publication 199 potential impact value of moderate and no security objective is assigned a FIPS Publication 199 potential impact value of high.",https://csrc.nist.gov/glossary/term/moderate_impact_system,source: NIST SP 800-53 Rev. 4
moderate-impact system,"An information system in which at least one security objective (i.e., confidentiality, integrity, or availability) is assigned a FIPS PUB 199 potential impact value of moderate and no security objective is assigned a FIPS PUB 199 potential impact value of high. Note: For National Security Systems, CNSSI No. 1253 does not adopt this FIPS PUB 200 high water mark across security objectives.",https://csrc.nist.gov/glossary/term/moderate_impact_system,source: CNSSI 4009-2015
moderate-impact system,"A system in which at least one security objective (i.e., confidentiality, integrity, or availability) is assigned a FIPS Publication 199 potential impact value of moderate and no security objective is assigned a potential impact value of high.",https://csrc.nist.gov/glossary/term/moderate_impact_system,source: NIST SP 800-37 Rev. 2; NIST SP 800-53 Rev. 5; NIST SP 800-53B; NIST SP 800-53A Rev. 5
moderate-impact system,"An information system in which at least one security objective (i.e., confidentiality, integrity, or availability) is assigned a FIPS 199 potential impact value of moderate and no security objective is assigned a FIPS 199 potential impact value of high.",https://csrc.nist.gov/glossary/term/moderate_impact_system,source: NIST SP 800-60 Vol. 1 Rev. 1; NIST SP 800-60 Vol. 2 Rev. 1; NIST SP 800-18 Rev. 1
modern key,A collective name for asymmetric key such as secure data network system (SDNS) FIREFLY key and message signature key. It does not include the public key infrastructure (PKI) system or keys.,https://csrc.nist.gov/glossary/term/modern_key,source: CNSSI 4009-2015
"Modification, Access, and Creation",Message Authentication Code.,https://csrc.nist.gov/glossary/term/modification_access_and_creation,abbr/syn: MAC; source: NIST SP 800-108; NIST SP 800-56C
Modified condition decision coverage,"This is a strong coverage criterion that is required by the US Federal Aviation Administration for Level A (catastrophic failure consequence) software; i.e., software whose failure could lead to loss of function necessary for safe operation. It requires that every condition in a decision in the program has taken on all possible outcomes at least once, and each condition has been shown to independently affect the decision outcome, and that each entry and exit point have been invoked at least once.",https://csrc.nist.gov/glossary/term/modified_condition_decision_coverage,abbr/syn: MC/DC; source: NISTIR 7878
MODP,,https://csrc.nist.gov/glossary/term/modp,abbr/syn: Modular Exponential; no definition listed
Modular Contracting,"Under modular contracting, an executive agency’s need for a system is satisfied in successive acquisitions of interoperable increments. Each increment complies with common or commercially accepted standards applicable to information technology so that the increments are compatible with other increments of information technology comprising the system.",https://csrc.nist.gov/glossary/term/modular_contracting,source: NIST SP 800-161
Modular Contracting,"Under modular contracting, an executive agency’s need for a system is satisfied in successive acquisitions of interoperable increments. Each increment complies with common or commercially accepted standards applicable to information technology so that the increments are compatible with other increments of information technology composing the system.",https://csrc.nist.gov/glossary/term/modular_contracting,source: NISTIR 7622
Modular Exponential,,https://csrc.nist.gov/glossary/term/modular_exponential,abbr/syn: MODP; no definition listed
module,"Program unit that is discrete and identifiable with respect to compiling, combining with other units, and loading.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-160v1r1
module,"Discrete and identifiable element with a well-defined interface and well-defined purpose or role whose effect is described as relations among inputs, outputs, and retained state.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-160v1r1
module,"The set of hardware, software, and/or firmware that implements security functions (including cryptographic algorithms and key generation) and is contained within a cryptographic module boundary. See [FIPS 140].",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-133
module,See Cryptographic module.,https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-133; NIST SP 800-133 Rev. 2
module,"The set of hardware, software, and/or firmware that implements approved security functions (including cryptographic algorithms and key generation) and is contained within a cryptographic boundary.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-57 Part 1 Rev. 4; NIST SP 800-175B Rev. 1
module,"The set of hardware, software, and/or firmware that implements approved cryptographic functions (including key generation) that are contained within the cryptographic boundary of the module.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-57 Part 2 Rev.1
module,"The set of hardware, software, and/or firmware that implements approved security functions (including cryptographic algorithms and key generation) and is contained within the cryptographic boundary.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-57 Part 2; NIST SP 800-57 Part 1 Rev. 3
module,"The set of hardware, software, and/or firmware that implements security functions (including cryptographic algorithms and key generation) and is contained within a cryptographic module boundary. See FIPS 140.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-133 Rev.1
module,See Cryptographic module,https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-133 Rev.1
module,"The set of hardware, software, and/or firmware that implements security functions (including cryptographic algorithms), holds plaintext keys and uses them for performing cryptographic operations, and is contained within a cryptographic module boundary. This Profile requires the use of a validated cryptographic module as specified in [FIPS 140].",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-152
module,"The set of hardware, software, and/or firmware that implements approved security functions and is contained within a cryptographic boundary.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-57 Part 1 Rev. 5
module,"The set of hardware, software, and/or firmware that implements security functions (including cryptographic algorithms and keygeneration methods) and is contained within a cryptographic module boundary. See FIPS 140.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NIST SP 800-133 Rev. 2
module,"an embedded software component of a product or application, or a complete product in-and-of-itself that has one or more capabilities.",https://csrc.nist.gov/glossary/term/module,abbr/syn: Cryptographic module; source: NISTIR 7511 Rev. 4
Module Learning With Errors,,https://csrc.nist.gov/glossary/term/module_learning_with_errors,abbr/syn: MLWE; no definition listed
Module Learning With Rounding,,https://csrc.nist.gov/glossary/term/module_learning_with_rounding,abbr/syn: MLWR; no definition listed
Module Short Integer Solution,,https://csrc.nist.gov/glossary/term/module_short_integer_solution,abbr/syn: MSIS; no definition listed
Module-Lattice-Based Digital Signature Algorithm,,https://csrc.nist.gov/glossary/term/module_lattice_based_digital_signature_algorithm,abbr/syn: ML-DSA; no definition listed
Module-Lattice-Based Key-Encapsulation Mechanism,,https://csrc.nist.gov/glossary/term/module_lattice_based_kem,abbr/syn: ML-KEM; no definition listed
Modules-In-Process,,https://csrc.nist.gov/glossary/term/modules_in_process,abbr/syn: MIP; no definition listed
MOE,,https://csrc.nist.gov/glossary/term/moe,abbr/syn: Measure of Effectiveness; Measures of Effectiveness; no definition listed
MOK,,https://csrc.nist.gov/glossary/term/mok,abbr/syn: Machine Owner Key; no definition listed
Monitor-Evaluate-Adjust cycle,,https://csrc.nist.gov/glossary/term/monitor_evaluate_adjust_cycle,abbr/syn: MEA; no definition listed
monitoring,"Continual checking, supervising, critically observing or determining the status in order to identify change from the performance level required or expected.",https://csrc.nist.gov/glossary/term/monitoring,source: NIST SP 800-160 Vol. 1; NIST SP 800-160v1r1
Monobit Test,The purpose of this test is to determine whether the number of ones and zeros in a sequence are approximately the same as would be expected for a truly random sequence.,https://csrc.nist.gov/glossary/term/monobit_test,source: NISTIR 6390; NISTIR 6483
MOP,,https://csrc.nist.gov/glossary/term/mop,abbr/syn: Measure of Performance; Measures of Performance; no definition listed
"Morale,&nbsp;Welfare,&nbsp;and&nbsp;Recreation",,https://csrc.nist.gov/glossary/term/morale_welfare_and_recreation,abbr/syn: MWR; no definition listed
MOSS,,https://csrc.nist.gov/glossary/term/moss,abbr/syn: MIME Object Security Services; no definition listed
most significant bit(s),The left-most bit(s) of a bit string.,https://csrc.nist.gov/glossary/term/most_significant_bits,abbr/syn: MSB; source: NIST SP 800-38A; NIST SP 800-38B; NIST SP 800-38C; NIST SP 800-38D; NIST SP 800-38F
MOU,,https://csrc.nist.gov/glossary/term/mou,abbr/syn: Memorandum of Understanding; Memorandum Of Understanding; no definition listed
MOU/A,,https://csrc.nist.gov/glossary/term/mou_a,abbr/syn: Memorandum of Understanding or Agreement; Memorandum of Understanding/Agreement; no definition listed
Mount Airey Group,,https://csrc.nist.gov/glossary/term/mount_airey_group,abbr/syn: MAG; no definition listed
moving target defense,"The concept of controlling change across multiple system dimensions in order to increase uncertainty and apparent complexity for attackers, reduce their window of opportunity, and increase the costs of their probing and attack efforts.",https://csrc.nist.gov/glossary/term/moving_target_defense,abbr/syn: MTD; source: NIST SP 800-172
MP,"Information about policy, such as author, policy effective date, deconflict methods, etc.",https://csrc.nist.gov/glossary/term/mp,abbr/syn: Media Protection; Metapolicy; source: NIST SP 800-162
MPC,,https://csrc.nist.gov/glossary/term/mpc,abbr/syn: multi-party computation; Multi-Party Computation; no definition listed
MPCith,,https://csrc.nist.gov/glossary/term/mpcith,abbr/syn: Multi-Party Computation in the Head; no definition listed
MPLS,,https://csrc.nist.gov/glossary/term/mpls,abbr/syn: Multiprotocol Label Switching; Multi-Protocol Label Switching; no definition listed
MPPE,,https://csrc.nist.gov/glossary/term/mppe,abbr/syn: Microsoft Point to Point Encryption; Microsoft Point-to-Point Encryption; no definition listed
MPPS,,https://csrc.nist.gov/glossary/term/mpps,abbr/syn: Modality Performed Procedure Step; no definition listed
MPU,,https://csrc.nist.gov/glossary/term/mpu,abbr/syn: Memory Protection Unit; no definition listed
MQTT,,https://csrc.nist.gov/glossary/term/mqtt,abbr/syn: Message Queuing Telemetry Transport; no definition listed
MQV,The Menezes-Qu-Vanstone key-agreement primitive.,https://csrc.nist.gov/glossary/term/mqv,abbr/syn: Menezes-Qu-Vanstone; Menezes−Qu−Vanstone algorithm; source: NIST SP 800-56A Rev. 2
MRAE,,https://csrc.nist.gov/glossary/term/mrae,abbr/syn: Nonce Misuse-Resistant AE; no definition listed
MRI,,https://csrc.nist.gov/glossary/term/mri,abbr/syn: Magnetic Resonance Imaging; no definition listed
MRT,,https://csrc.nist.gov/glossary/term/mrt,abbr/syn: Machine Readable Table; no definition listed
MRTD,,https://csrc.nist.gov/glossary/term/mrtd,abbr/syn: Machine Readable Travel Document; no definition listed
MS,,https://csrc.nist.gov/glossary/term/ms_acronym,abbr/syn: Measured Service; Microsoft; Mobile Subscriber; no definition listed
MS SQL,,https://csrc.nist.gov/glossary/term/ms_sql,abbr/syn: Microsoft Structured Query Language; no definition listed
MSA,,https://csrc.nist.gov/glossary/term/msa,abbr/syn: Mail Submission Agent; master services agreement; no definition listed
MSB,,https://csrc.nist.gov/glossary/term/msb,abbr/syn: Most Significant Bit; no definition listed
MSB<i><sub>s</sub></i>(<i>X</i>),The bit string consisting of the s left-most bits of the bit string X.,https://csrc.nist.gov/glossary/term/msb_s_x,source: NIST SP 800-38B; NIST SP 800-38C; NIST SP 800-38F
MSC,,https://csrc.nist.gov/glossary/term/msc,abbr/syn: Mobile Switching Center; no definition listed
MS-CHAP,,https://csrc.nist.gov/glossary/term/ms_chap,abbr/syn: Microsoft Challenge Handshake Authentication Protocol; Microsoft Challenge-Handshake Authentication Protocol; no definition listed
MS-CHAPv1,,https://csrc.nist.gov/glossary/term/ms_chapv1,abbr/syn: Microsoft Challenge-Handshake Authentication Protocol version 1; no definition listed
MS-CHAPv2,,https://csrc.nist.gov/glossary/term/ms_chapv2,abbr/syn: Microsoft Challenge-Handshake Authentication Protocol version 2; no definition listed
mSCP,,https://csrc.nist.gov/glossary/term/mscp,abbr/syn: macOS Security Compliance Project; no definition listed
MSCT,,https://csrc.nist.gov/glossary/term/msct,abbr/syn: Mobile Services Category Team; no definition listed
MSCUID,An optional legacy identifier included for compatibility with Common Access Card and Government Smart Card Interoperability Specifications.,https://csrc.nist.gov/glossary/term/mscuid,source: NIST SP 800-73-4
MS-DOS,,https://csrc.nist.gov/glossary/term/ms_dos,abbr/syn: Microsoft Disk Operating System; no definition listed
MSDT,,https://csrc.nist.gov/glossary/term/msdt,abbr/syn: Microsoft Support Diagnostic Tool; no definition listed
MSEC,,https://csrc.nist.gov/glossary/term/msec,abbr/syn: Multicast Security; no definition listed
MSEL,,https://csrc.nist.gov/glossary/term/msel,abbr/syn: Master Scenario Events List; no definition listed
MSIL,,https://csrc.nist.gov/glossary/term/msil,abbr/syn: Microsoft Intermediate Language; no definition listed
MSIS,,https://csrc.nist.gov/glossary/term/msis,abbr/syn: Module Short Integer Solution; no definition listed
MSISDN,The international telephone number assigned to a cellular subscriber.,https://csrc.nist.gov/glossary/term/msisdn,abbr/syn: Mobile Subscriber Integrated Services Digital Network; source: NISTIR 7250; NISTIR 7387
MSK,,https://csrc.nist.gov/glossary/term/msk,abbr/syn: Master Session Key; Message Signature Key; no definition listed
MSL,"Capability of an information system that is trusted to contain, and maintain separation between, resources (particularly stored data) of different security domains.",https://csrc.nist.gov/glossary/term/msl,abbr/syn: Multiple Security Levels; source: NIST SP 800-53 Rev. 4
MSO,,https://csrc.nist.gov/glossary/term/mso,abbr/syn: Multiple-System Operator; no definition listed
MSQL,,https://csrc.nist.gov/glossary/term/msql,abbr/syn: Microsoft SQL; no definition listed
MSS,,https://csrc.nist.gov/glossary/term/mss,abbr/syn: Maximum Segment Size; no definition listed
MSSO,,https://csrc.nist.gov/glossary/term/msso,abbr/syn: Mobile Single Sign-On; no definition listed
MSSP,,https://csrc.nist.gov/glossary/term/mssp,abbr/syn: Managed Security Service Provider; Managed Security Services Provider; no definition listed
MSSQL,,https://csrc.nist.gov/glossary/term/mssql,abbr/syn: Microsoft SQL; Microsoft Structured Query Language; no definition listed
MSWG,,https://csrc.nist.gov/glossary/term/mswg,abbr/syn: Metadata Standards Working Group; no definition listed
