term,definition,source_anchor,notes
<em>Lock Command</em>,A command that readers can send to a tag to block access to certain information on the tag.,https://csrc.nist.gov/glossary/term/lock_command,source: NIST SP 800-98
<em>log(x)</em>,The natural logarithm of x: log(x) = loge(x) = ln(x).,https://csrc.nist.gov/glossary/term/log_x,source: NIST SP 800-22 Rev. 1a
<em>log2(x)</em>,"Defined as ln(x)/ln(2), where ln is the natural logarithm.",https://csrc.nist.gov/glossary/term/log2_x,source: NIST SP 800-22 Rev. 1a
<em>LSBm(X)</em>,The bit string consisting of the m least significant bits of the bit string X.,https://csrc.nist.gov/glossary/term/lsbm_x,source: NIST SP 800-38A
<em>MacData</em>,A byte string input to the MacTag computation.,https://csrc.nist.gov/glossary/term/macdata,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
"<em>MacDataU, (or MacDataV)</em>","MacData associated with party U (or party V, respectively), and used to generate MacTagU (or MacTagV, respectively). Each is a byte string.",https://csrc.nist.gov/glossary/term/macdata_u,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>MacKey</em>,Key used to compute the MAC; a byte string.,https://csrc.nist.gov/glossary/term/mackey,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>MacKeyLen</em>,The byte length of the MacKey.,https://csrc.nist.gov/glossary/term/mackeylen,source: NIST SP 800-56B Rev. 2
<em>MacKeyLen</em>,Length in bytes of the MacKey.,https://csrc.nist.gov/glossary/term/mackeylen,source: NIST SP 800-56B Rev. 1
<em>MacTagLen</em>,The byte length of MacTag.,https://csrc.nist.gov/glossary/term/mactaglen,source: NIST SP 800-56B Rev. 2
<em>MacTagLen</em>,The length of MacTag in bytes.,https://csrc.nist.gov/glossary/term/mactaglen,source: NIST SP 800-56B Rev. 1
"<em>MacTagV, (MacTagU)</em>","The MacTag generated by party V (or party U, respectively). Each is a byte string.",https://csrc.nist.gov/glossary/term/mactag_v,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>Markov model</em>,A model for a probability distribution where the probability that the ith element of a sequence has a given value depends only on the values of the previous n elements of the sequence. The model is called an nth order Markov model.,https://csrc.nist.gov/glossary/term/markov_model,source: NIST SP 800-90B
<em>MaxErrs</em>,The maximum number of times that the output of any implementation of the decryption verification process can be INVALID before the key is retired.,https://csrc.nist.gov/glossary/term/maxerrs,source: NIST SP 800-38C
<em>mgfSeed</em>,String from which a mask is derived; a byte string.,https://csrc.nist.gov/glossary/term/mgfseed,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>Mi</em>,The ith block of the formatted message.,https://csrc.nist.gov/glossary/term/m_sub_i,source: NIST SP 800-38B
"<em>min(x, y)</em>","The minimum ofx and y. For example, if x < y, then min(x, y) = x.",https://csrc.nist.gov/glossary/term/min_x_y,source: NIST SP 800-107 Rev. 1
"<em>min(x, y)</em>","The minimum of x and y; min(x, y) = x if x < y, and min(x, y) = y otherwise.",https://csrc.nist.gov/glossary/term/min_x_y,source: NIST SP 800-133 Rev.1
"<em>min(x, y)</em>","The minimum of x and y; min(x, y) = x if x < y, and min(x, y) = y otherwise",https://csrc.nist.gov/glossary/term/min_x_y,source: NIST SP 800-133 Rev. 2
<em>Mlen</em>,The bit length of the message.,https://csrc.nist.gov/glossary/term/mlen,source: NIST SP 800-38B
<em>Mn*</em>,"The final block, possibly a partial block, of the formatted message.",https://csrc.nist.gov/glossary/term/mnstar,source: NIST SP 800-38B
<em>Ms</em>,The (original) message prior to randomization.,https://csrc.nist.gov/glossary/term/ms,source: NIST SP 800-106
<em>MSBm(X)</em>,The bit string consisting of the m most significant bits of the bit string X.,https://csrc.nist.gov/glossary/term/msbm_x,source: NIST SP 800-38A
<em>N</em>,The number of M-bit blocks to be tested.,https://csrc.nist.gov/glossary/term/n,source: NIST SP 800-22 Rev. 1a
<em>N</em>,The nonce.,https://csrc.nist.gov/glossary/term/n,source: NIST SP 800-38C
<em>n</em>,The number of iterations of the PRF needed to generate <i>L</i> bits of keying material.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-108; NIST SP 800-56A Rev. 2; NIST SP 800-108r1
<em>n</em>,The number of bits in the stream being tested.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-22 Rev. 1a
<em>n</em>,The number of data blocks or data segments in the plaintext.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-38A
<em>n</em>,The number of blocks in the formatted message.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-38B
<em>n</em>,The octet length of the nonce.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-38C
<em>n</em>,"RSA modulus. n = pq, where p and q are distinct odd primes.",https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>n</em>,The number of bytes in the output of a hash function.,https://csrc.nist.gov/glossary/term/n_lowercase,source: NIST SP 800-208
<em>Narrowest internal width</em>,"The maximum amount of information from the input that can affect the output. For example, if f(x) = SHA-1(x) || 01, and x consists of a string of 1000 binary bits, then the narrowest internal width of f(x) is 160 bits (the SHA-1 output length), and the output width of f(x) is 162 bits (the 160 bits from the SHA-1 operation, concatenated by 01).",https://csrc.nist.gov/glossary/term/narrowest_internal_width,source: NIST SP 800-90B
<em>nBits</em>,The bit length of the RSA modulus n.,https://csrc.nist.gov/glossary/term/nbits,source: NIST SP 800-56B Rev. 2
<em>nBits</em>,Length in bits of the RSA modulus n.,https://csrc.nist.gov/glossary/term/nbits,source: NIST SP 800-56B Rev. 1
<em>nLen</em>,The bit length of the nonce.,https://csrc.nist.gov/glossary/term/n_len,source: NIST SP 800-38C
<em>nLen</em>,"The byte length of the RSA modulus n. (Note that in FIPS 186, nlen refers to the bit length of n.)",https://csrc.nist.gov/glossary/term/n_len,source: NIST SP 800-56B Rev. 2
<em>nLen</em>,Length in bytes of the RSA modulus n.,https://csrc.nist.gov/glossary/term/n_len,source: NIST SP 800-56B Rev. 1
<em>Noise source</em>,"The component of an entropy source that contains the non-deterministic, entropy-producing activity (e.g., thermal noise or hard drive seek times).",https://csrc.nist.gov/glossary/term/noise_source,source: NIST SP 800-90B
<em>Non-deterministic Random Bit Generator (NRBG)</em>,An RBG that always has access to an entropy source and (when working properly) produces output bitstrings that have full entropy. Often called a True Random Number (or Bit) Generator. (Contrast with a deterministic random bit generator).,https://csrc.nist.gov/glossary/term/non_deterministic_random_bit_generator,abbr/syn: NRBG; source: NIST SP 800-90A Rev. 1
<em>Non-deterministic Random Bit Generator (NRBG)</em>,An RBG that always has access to an entropy source and (when working properly) produces outputs that have full entropy (see SP 800-90C). Also called a true random bit (or number) generator (Contrast with a DRBG).,https://csrc.nist.gov/glossary/term/non_deterministic_random_bit_generator,abbr/syn: NRBG; source: NIST SP 800-90B
<em>Non-physical non-deterministic random bit generator</em>,"An entropy source that does not use dedicated hardware but uses system resources (RAM content, thread number etc.) or the interaction of the user (time between keystrokes etc.).",https://csrc.nist.gov/glossary/term/non_physical_non_deterministic_random_bit_generator,source: NIST SP 800-90B
<em>Null</em>,The empty bit string,https://csrc.nist.gov/glossary/term/null_symbol,source: NIST SP 800-56A Rev. 2
<em>Null</em>,The empty bit string.,https://csrc.nist.gov/glossary/term/null_symbol,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>NV</em>,Nonce contributed by party V; a byte string.,https://csrc.nist.gov/glossary/term/nv,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>Oj</em>,The jth output block.,https://csrc.nist.gov/glossary/term/o_sub_j,source: NIST SP 800-38A
<em>On</em>,Block of data representing Output Block n,https://csrc.nist.gov/glossary/term/o_n,source: NIST SP 800-20
<em>On-demand test</em>,A type of health test that is available to be run whenever a user or a relying component requests it.,https://csrc.nist.gov/glossary/term/on_demand_test,source: NIST SP 800-90B
<em>P#j</em>,The jth plaintext segment.,https://csrc.nist.gov/glossary/term/jth_plaintext_segment,source: NIST SP 800-38A
<em>P*n</em>,"The last block of the plaintext, which may be a partial block.",https://csrc.nist.gov/glossary/term/p_star_n,source: NIST SP 800-38A
<em>p</em>,An FFC domain parameter; an odd prime number that determines the size of the finite field <i>GF</i>(<i>p</i>).,https://csrc.nist.gov/glossary/term/p_lowercase,source: NIST SP 800-56A Rev. 2
<em>p</em>,3.14159… unless defined otherwise for a specific test.,https://csrc.nist.gov/glossary/term/p_lowercase,source: NIST SP 800-22 Rev. 1a
<em>p</em>,First prime factor of the RSA modulus n.,https://csrc.nist.gov/glossary/term/p_lowercase,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>p</em>,"The number of n-byte string elements in an LM-OTS private key, public key, and signature.",https://csrc.nist.gov/glossary/term/p_lowercase,source: NIST SP 800-208
<em>padding</em>,"A string consisting of a single “1” bit, followed by zero or more “0” bits.",https://csrc.nist.gov/glossary/term/padding,source: NIST SP 800-106
<em>Physical non-deterministic random bit generator</em>,"An entropy source that uses dedicated hardware or uses a physical experiment (noisy diode(s), oscillators, event sampling like radioactive decay, etc.)",https://csrc.nist.gov/glossary/term/physical_non_deterministic_random_bit_generator,source: NIST SP 800-90B
<em>Pj</em>,The jth plaintext block.,https://csrc.nist.gov/glossary/term/p_sub_j,source: NIST SP 800-38A
<em>Plen</em>,The bit length of the payload.,https://csrc.nist.gov/glossary/term/p_len,source: NIST SP 800-38C
<em>Pn</em>,Block of data representing Plaintext n,https://csrc.nist.gov/glossary/term/p_sub_n,source: NIST SP 800-20
<em>Predictor</em>,"A function that predicts the next value in a sequence, based on previously observed values in the sequence.",https://csrc.nist.gov/glossary/term/predictor,source: NIST SP 800-90B
"<em>PRF(s, x)</em>",A pseudorandom function with seed <i>s</i> and input data <i>x</i>.,https://csrc.nist.gov/glossary/term/prf_s_x,source: NIST SP 800-108; NIST SP 800-108r1
"<em>PrivKeyU, PrivKeyV</em>","Private key of party U or V, respectively.",https://csrc.nist.gov/glossary/term/privkey_u_privkey_v,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>Probability model</em>,A mathematical representation of a random phenomenon.,https://csrc.nist.gov/glossary/term/probability_model,source: NIST SP 800-90B
"<em>PubKeyU, PubKeyV</em>","Public key of party U or V, respectively.",https://csrc.nist.gov/glossary/term/pubkey_u_pubkey_v,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>q</em>,"When used as an FFC domain parameter, <i>q</i> is the (odd) prime number equal to the order of the multiplicative subgroup of <i>GF</i>(<i>p</i>)* generated by <i>g</i>. Note that <i>q</i> is a divisor of <i>p</i> – 1.",https://csrc.nist.gov/glossary/term/q_lowercase,source: NIST SP 800-56A Rev. 2
<em>q</em>,"When used as an ECC domain parameter, <i>q</i> is the field size. It is either an odd prime <i>p</i> or equal to 2<i><sup>m</sup></i>, for some prime integer <i>m</i>.",https://csrc.nist.gov/glossary/term/q_lowercase,source: NIST SP 800-56A Rev. 2
<em>q</em>,The octet length of the binary representation of the octet length of the payload.,https://csrc.nist.gov/glossary/term/q_lowercase,source: NIST SP 800-38C
<em>q</em>,Second prime factor of the RSA modulus n.,https://csrc.nist.gov/glossary/term/q_lowercase,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>Q</em>,A bit string representation of the octet length of P.,https://csrc.nist.gov/glossary/term/q,abbr/syn: Quasi; source: NIST SP 800-38C
<em>qInv</em>,"Inverse of q modulo p in the CRT format, i.e., q-1 mod p; an integer.",https://csrc.nist.gov/glossary/term/q_inv,source: NIST SP 800-56B Rev. 2; NIST SP 800-56B Rev. 1
<em>r</em>,"An integer that is less than or equal to 32, whose value is the bit length of the agreed-upon binary encoding of a counter <i>i</i> used as input during invocations of the PRF employed by a KDF.",https://csrc.nist.gov/glossary/term/r_lowercase,source: NIST SP 800-108r1
<em>r</em>,"An integer, smaller or equal to 32, whose value is the length of the binary representation of the counter i when i is an input in counter mode or (optionally) in feedback mode and double-pipeline iteration mode of each iteration of the PRF.",https://csrc.nist.gov/glossary/term/r_lowercase,source: NIST SP 800-108
<em>r</em>,"The number of blocks in the formatted input data (N, A, P).",https://csrc.nist.gov/glossary/term/r_lowercase,source: NIST SP 800-38C
<em>R</em>,The constant within the algorithm for the block multiplication operation.,https://csrc.nist.gov/glossary/term/r,source: NIST SP 800-38D
<em>R</em>,"In XMSS, the n-byte randomizer used for randomized message hashing.",https://csrc.nist.gov/glossary/term/r,source: NIST SP 800-208
<em>Raw data</em>,Digitized output of the noise source.,https://csrc.nist.gov/glossary/term/raw_data,source: NIST SP 800-90B
<em>Rb</em>,The constant string for subkey generation for a cipher with block size b.,https://csrc.nist.gov/glossary/term/r_sub_b,source: NIST SP 800-38B
<em>RESULTn</em>,"Block of data representing Plaintext n, if encryption state, or Ciphertext n, if decryption state",https://csrc.nist.gov/glossary/term/resultn,source: NIST SP 800-20
<em>Run (of output sequences)</em>,A sequence of identical values.,https://csrc.nist.gov/glossary/term/run_of_output_sequences,source: NIST SP 800-90B
<em>rv[0…b]</em>,"For bit string rv, rv[0…b] is a substring consisting of the leftmost b+1 bit(s) of rv, where b ≥ 0.",https://csrc.nist.gov/glossary/term/rv_substring,source: NIST SP 800-106
