"control_id","family","family_name","title","ot_discussion","content"
"SC-1","SC","System and Communications Protection","Policy And Procedures","The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | | |------|------------------------------------------|-------------------|--------|--------|--| | NO. | | LOW | MOD | HIGH | | | SC-1 | Policy and Procedures | Select | Select | Select | | OT Discussion: The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems."
"SC-2","SC","System and Communications Protection","Separation Of System And User Functionality","Physical separation includes using separate systems for managing the OT and for operating OT components. Logical separation includes the use of different user accounts for administrative and operator privileges. Example compensating controls include providing increased auditing measures.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | |------|---------------------------------------------|-------------------|--------|--------| | NO. | | LOW | MOD | HIGH | | SC-2 | Separation of System and User Functionality | | Select | Select | OT Discussion: Physical separation includes using separate systems for managing the OT and for operating OT components. Logical separation includes the use of different user accounts for administrative and operator privileges. Example compensating controls include providing increased auditing measures."
"SC-3","SC","System and Communications Protection","Security Function Isolation","Organizations consider implementing this control when designing new architectures or updating existing components. An example compensating control includes access controls.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | |------|------------------------------------------|-------------------|-----|--------| | NO. | | LOW | MOD | HIGH | | SC-3 | Security Function Isolation | | | Select | OT Discussion: Organizations consider implementing this control when designing new architectures or updating existing components. An example compensating control includes access controls."
"SC-4","SC","System and Communications Protection","Information In Shared System Resources","This control is especially relevant for OT systems that process confidential data. Example compensating controls include engineering the use of the OT to prevent sharing system resources.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | |------|----------------------------------------|-----|-------------------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-4 | Information in Shared System Resources | | Select | Select | | OT Discussion: This control is especially relevant for OT systems that process confidential data. Example compensating controls include engineering the use of the OT to prevent sharing system resources."
"SC-5","SC","System and Communications Protection","Denial-Of-Service Protection","Some OT equipment may be more susceptible to DoS attacks due to the time criticality of some OT applications. Risk-based analysis informs the prioritization of DoS protection and the establishment of policy and procedure.","| | CNTL<br>CONTROL NAME<br>NO.<br>Control Enhancement Name | CONTROL BASELINES | | | | |------|---------------------------------------------------------|-------------------|--------|--------|--| | | | LOW | MOD | HIGH | | | SC-5 | Denial-of-Service Protection | Select | Select | Select | | OT Discussion: Some OT equipment may be more susceptible to DoS attacks due to the time criticality of some OT applications. Risk-based analysis informs the prioritization of DoS protection and the establishment of policy and procedure."
"SC-7","SC","System and Communications Protection","Boundary Protection","The organization selects an appropriate failure mode (e.g., permit or block all communications).","| CNTL | CONTROL NAME | | SUPPLEMENTED<br>CONTROL BASELINES | | |-----------|-----------------------------------------------------------------------|--------|-----------------------------------|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | SC-7 | Boundary Protection | Select | Select | Select | | SC-7 (3) | BOUNDARY PROTECTION ACCESS POINTS | | Select | Select | | SC-7 (4) | BOUNDARY PROTECTION EXTERNAL TELECOMMUNICATIONS<br>SERVICES | | Select | Select | | SC-7 (5) | BOUNDARY PROTECTION DENY BY DEFAULT – ALLOW BY<br>EXCEPTION | | Select | Select | | SC-7 (7) | BOUNDARY PROTECTION SPLIT TUNNELING FOR REMOTE DEVICES | | Select | Select | | SC-7 (8) | BOUNDARY PROTECTION ROUTE TRAFFIC TO AUTHENTICATED<br>PROXY SERVERS | | Select | Select | | SC-7 (18) | BOUNDARY PROTECTION FAIL SECURE | | Add | Select | | SC-7 (21) | BOUNDARY PROTECTION ISOLATION OF SYSTEM COMPONENTS | | | Select | | SC-7 (28) | BOUNDARY PROTECTION CONNECTIONS TO PUBLIC NETWORKS | Add | Add | Add | | SC-7 (29) | BOUNDARY PROTECTION SEPARATE SUBNETS TO ISOLATE<br>FUNCTIONS | Add | Add | Add | No OT Discussion for this control. Control Enhancement: (3) (4) (5) (7) (8) (21) No OT discussion for this control. Control Enhancement: (18) OT Discussion: The organization selects an appropriate failure mode (e.g., permit or block all communications). Control Enhancement: (28) OT Discussion: Organizations consider the need for a direct connection to a public network for each OT system, including potential benefits, additional threat vectors, and potential adverse impacts that are specifically relevant to the type of public access that connection introduces. Control Enhancement: (29) OT Discussion: Subnets can be used to isolate low-risk functions from higher-risk ones and control from safety. Subnets should be considered along with other boundary protection technologies. Rationale for adding SC-7 (18) to MOD baseline: The ability to choose the failure mode for the physical part of the OT differentiates the OT from other IT systems. This choice may be a significant influence in mitigating the impact of a failure. Rationale for adding SC-7 (28) to LOW, MOD, and HIGH baselines: Access to OT should be restricted to the individuals required for operation. A connection made from the OT directly to a public network has limited applicability in OT environments but significant potential risk. Rationale for adding SC-7 (29) to LOW, MOD, and HIGH baselines: In OT environments, subnets and zoning are common practices for isolating functions."
"SC-8","SC","System and Communications Protection","Transmission Confidentiality And Integrity","When transmitting across untrusted network segments, the organization explores all possible cryptographic integrity mechanisms (e.g., digital signature, hash function) to protect the confidentiality and integrity of the information. Example compensating controls include physical protections, such as a secure conduit (e.g., point-to-point link) between two system components.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | |----------|--------------------------------------------------------------------------|-----|-------------------|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | SC-8 | Transmission Confidentiality and Integrity | | Select | Select | | SC-8 (1) | TRANSMISSION CONFIDENTIALITY AND INTEGRITY CRYPTOGRAPHIC<br>PROTECTION | | Select | Select | No OT Discussion for this control. Control Enhancement: (1) OT Discussion: When transmitting across untrusted network segments, the organization explores all possible cryptographic integrity mechanisms (e.g., digital signature, hash function) to protect the confidentiality and integrity of the information. Example compensating controls include physical protections, such as a secure conduit (e.g., point-to-point link) between two system components."
"SC-10","SC","System and Communications Protection","Network Disconnect","","| | CNTL<br>CONTROL NAME<br>NO.<br>Control Enhancement Name | CONTROL BASELINES | | | |-------|---------------------------------------------------------|-------------------|--------|--------| | | | LOW | MOD | HIGH | | SC-10 | Network Disconnect | | Remove | Remove | No OT Discussion for this control. Rationale for removing SC-10 from MOD and HIGH baselines: The intent of this control is effectively covered by AC-17 (9) for OT systems."
"SC-12","SC","System and Communications Protection","Cryptographic Key Establishment And Management","","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | | |-----------|------------------------------------------------------------------|--------|-------------------|--------|--|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | | SC-12 | Cryptographic Key Establishment and Management | Select | Select | Select | | | | SC-12 (1) | CRYPTOGRAPHIC KEY ESTABLISHMENT AND MANAGEMENT <br>AVAILABILITY | | | Select | | |"
"SC-13","SC","System and Communications Protection","Cryptographic Protection","","| CNTL | CONTROL NAME | CONTROL BASELINES | | | | |-------|--------------------------|-------------------|--------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-13 | Cryptographic Protection | Select | Select | Select | | No OT Discussion for this control."
"SC-15","SC","System and Communications Protection","Collaborative Computing Devices","","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | |-------|---------------------------------|--------|-------------------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-15 | Collaborative Computing Devices | Select | Select | Select | | No OT Discussion for this control."
"SC-17","SC","System and Communications Protection","Public Key Infrastructure Certificates","","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | | |-------|------------------------------------------|-------------------|--------|--------|--| | NO. | | LOW | MOD | HIGH | | | SC-17 | Public Key Infrastructure Certificates | | Select | Select | | No OT Discussion for this control."
"SC-18","SC","System and Communications Protection","Mobile Code","","| CNTL | CONTROL NAME | CONTROL BASELINES | | | | |-------|--------------------------|-------------------|--------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-18 | Mobile Code | | Select | Select | | No OT Discussion for this control."
"SC-20","SC","System and Communications Protection","Secure Name / Address Resolution Service (Authoritative Source)","Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT.","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|-------------------------------------------------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | SC-20 | Secure Name /Address Resolution Service<br>(Authoritative Source) | Select | Select | Select | OT Discussion: Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT."
"SC-21","SC","System and Communications Protection","Secure Name / Address Resolution Service (Recursive Or Caching Resolver)","Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT.","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|----------------------------------------------------------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | SC-21 | Secure Name /Address Resolution Service<br>(Recursive or Caching Resolver) | Select | Select | Select | OT Discussion: Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT."
"SC-22","SC","System and Communications Protection","Architecture And Provisioning For Name / Address Resolution Service","Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT.","| CNTL | CONTROL NAME | CONTROL BASELINES | | | | |-------|----------------------------------------------------------------------|-------------------|--------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-22 | Architecture and Provisioning for<br>Name/Address Resolution Service | Select | Select | Select | | OT Discussion: Secure name/address resolution services should only be used after careful consideration and verification that they do not adversely impact the operational performance of the OT."
"SC-23","SC","System and Communications Protection","Session Authenticity","Example compensating controls include auditing measures.","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|--------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | SC-23 | Session Authenticity | | Select | Select | OT Discussion: Example compensating controls include auditing measures."
"SC-24","SC","System and Communications Protection","Fail In Known State","The organization selects an appropriate failure state. Preserving OT state information includes consistency among OT state variables and the physical state that the OT represents (e.g., whether valves are open or closed, communication permitted or blocked, continue operations). Rationale for adding SC-24 to MOD baseline: As part of the architecture and design of the OT, the organization selects an appropriate failure state in accordance with the function performed by the OT and the operational environment. The ability to choose the failure mode for the physical part of OT differentiates OT systems from other IT systems. This choice may be a significant influence in mitigating the impact of a failure since it may be disruptive to ongoing physical processes (e.g., valves failing in closed position may adversely affect system cooling).","| CNTL | CONTROL NAME<br>Control Enhancement Name | SUPPLEMENTED<br>CONTROL BASELINES | | | |-------|------------------------------------------|-----------------------------------|-----|--------| | NO. | | LOW | MOD | HIGH | | SC-24 | Fail in Known State | | Add | Select | OT Discussion: The organization selects an appropriate failure state. Preserving OT state information includes consistency among OT state variables and the physical state that the OT represents (e.g., whether valves are open or closed, communication permitted or blocked, continue operations). Rationale for adding SC-24 to MOD baseline: As part of the architecture and design of the OT, the organization selects an appropriate failure state in accordance with the function performed by the OT and the operational environment. The ability to choose the failure mode for the physical part of OT differentiates OT systems from other IT systems. This choice may be a significant influence in mitigating the impact of a failure since it may be disruptive to ongoing physical processes (e.g., valves failing in closed position may adversely affect system cooling)."
"SC-28","SC","System and Communications Protection","Protection Of Information At Rest","Cryptographic mechanisms are implemented only after careful consideration and verification that they do not adversely impact the operational performance of the OT. When cryptographic mechanisms are not feasible on certain OT devices, compensating controls may include relocating the data to a location that does support cryptographic mechanisms.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | |-----------|----------------------------------------------------------------|-----|-------------------|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | SC-28 | Protection of Information at Rest | | Select | Select | | SC-28 (1) | PROTECTION OF INFORMATION AT REST CRYPTOGRAPHIC<br>PROTECTION | | Select | Select | OT Discussion: Cryptographic mechanisms are implemented only after careful consideration and verification that they do not adversely impact the operational performance of the OT. When cryptographic mechanisms are not feasible on certain OT devices, compensating controls may include relocating the data to a location that does support cryptographic mechanisms. Control Enhancement: (1) No OT Discussion for this control."
"SC-32","SC","System and Communications Protection","System Partitioning","Organizations consider separate physical domains for privileged functions, such as those that affect security and safety.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | |-----------|-----------------------------------------------------------------------------|-------------------|-----|------| | NO. | | LOW | MOD | HIGH | | SC-32 | System Partitioning | | | | | SC-32 (1) | SYSTEM PARTITIONING SEPARATE PHYSICAL DOMAINS FOR<br>PRIVILEGED FUNCTIONS | | | | No OT Discussion for this control. Control Enhancement: (1) OT Discussion: Organizations consider separate physical domains for privileged functions, such as those that affect security and safety."
"SC-39","SC","System and Communications Protection","Process Isolation","Example compensating controls include partition processes to separate platforms.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | | |-------|------------------------------------------|-------------------|--------|--------|--| | NO. | | LOW | MOD | HIGH | | | SC-39 | Process Isolation | Select | Select | Select | | OT Discussion: Example compensating controls include partition processes to separate platforms."
"SC-41","SC","System and Communications Protection","Port And I/O Device Access","","| CNTL | CONTROL NAME | | SUPPLEMENTED<br>CONTROL BASELINES | | | |-------|----------------------------|-----|-----------------------------------|------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SC-41 | Port and I/O Device Access | Add | Add | Add | | No OT discussion for this control. Rationale for adding SC-41 to LOW, MOD, and HIGH baselines: OT functionality is generally defined in advance and does not change often."
"SC-45","SC","System and Communications Protection","System Time Synchronization","Organizations coordinate time synchronization on OT to allow for accurate troubleshooting and forensics.","| CNTL | CONTROL NAME | | SUPPLEMENTED<br>CONTROL BASELINES | | | | |-----------|---------------------------------------------------------------------------------|-----|-----------------------------------|------|--|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | | SC-45 | System Time Synchronization | Add | Add | Add | | | | SC-45 (1) | SYSTEM TIME SYNCHRONIZATION SYNCHRONIZATION WITH<br>AUTHORITATIVE TIME SOURCE | | | | | | OT Discussion: Organizations coordinate time synchronization on OT to allow for accurate troubleshooting and forensics. Control Enhancement: (1) OT Discussion: Syncing with an authoritative time source may be selected as a control when data is being correlated across organizational boundaries. OT employ suitable mechanisms (e.g., GPS, IEEE 1588) for timestamps. Rationale for adding SC-45 to LOW, MOD, and HIGH baselines: Organizations may find relative system time beneficial for many OT systems to ensure the safe and reliable delivery of essential functions. Time synchronization can also make root cause analysis more efficient by ensuring that audit logs from different systems are aligned so that organizations have an accurate view of events across multiple systems when the logs are aggregated."
"SC-47","SC","System and Communications Protection","Alternate Communications Paths","Organizations consider which systems require alternate communication paths to ensure that a loss of communication does not lead to an unacceptable loss of view or control or to a safety event. Rationale for adding SC-47 to HIGH baseline: For continuity of operations during an incident, organizations should consider establishing alternate communications paths for command-andcontrol purposes to continue to operate and take appropriate actions for high-impact systems when the loss of availability or integrity may result in severe or catastrophic adverse impacts, including impacts to safety and critical service delivery.","| CNTL | CONTROL NAME<br>NO.<br>Control Enhancement Name | SUPPLEMENTED<br>CONTROL BASELINES | | | |-------|-------------------------------------------------|-----------------------------------|-----|------| | | | LOW | MOD | HIGH | | SC-47 | Alternate Communications Paths | | | Add | OT Discussion: Organizations consider which systems require alternate communication paths to ensure that a loss of communication does not lead to an unacceptable loss of view or control or to a safety event. Rationale for adding SC-47 to HIGH baseline: For continuity of operations during an incident, organizations should consider establishing alternate communications paths for command-andcontrol purposes to continue to operate and take appropriate actions for high-impact systems when the loss of availability or integrity may result in severe or catastrophic adverse impacts, including impacts to safety and critical service delivery."
"SC-51","SC","System and Communications Protection","Hardware-Based Protection","Some OT systems support write-protection by implementing physical key switches or write-protect switches. Organizations define the systems for which write-protection will be enabled and develop a process for how to take the system out of write-protect mode. ## <span id=""page-307-0""></span>**F.7.18. SYSTEM AND INFORMATION INTEGRITY – SI** ## **Tailoring Considerations for the System and Information Integrity Family** When the OT cannot support the specific system and information integrity requirements of a control, the organization employs compensating controls in accordance with the general tailoring guidance. Examples of compensating controls are given with each control as appropriate.","| CNTL | CONTROL NAME<br>NO.<br>Control Enhancement Name | SUPPLEMENTED<br>CONTROL BASELINES | | | |-------|-------------------------------------------------|-----------------------------------|-----|------| | | | LOW | MOD | HIGH | | SC-51 | Hardware-Based Protection | | | | OT Discussion: Some OT systems support write-protection by implementing physical key switches or write-protect switches. Organizations define the systems for which write-protection will be enabled and develop a process for how to take the system out of write-protect mode. ## <span id=""page-307-0""></span>**F.7.18. SYSTEM AND INFORMATION INTEGRITY – SI** ## **Tailoring Considerations for the System and Information Integrity Family** When the OT cannot support the specific system and information integrity requirements of a control, the organization employs compensating controls in accordance with the general tailoring guidance. Examples of compensating controls are given with each control as appropriate."
"SI-1","SI","System and Information Integrity","Policy And Procedures","The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems.","| CNTL<br>NO. | CONTROL NAME | | CONTROL BASELINES | | |-------------|--------------------------|--------|-------------------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | SI-1 | Policy and Procedures | Select | Select | Select | OT Discussion: The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems."
"SI-2","SI","System and Information Integrity","Flaw Remediation","Flaw remediation, or patching, is complicated since many OT employ OSs and other software that are no longer maintained by the vendors. OT operators may also not have the resources or capability to test patches and are dependent on vendors to validate the operability of a patch. Sometimes, the organization has no choice but to accept additional risk if no vendor patch is available, if patching requires additional time to complete validation or testing, or if deployment requires an unacceptable operations shutdown. In these situations, compensating controls should be implemented (e.g., limiting the exposure of the vulnerable system, restricting vulnerable services, implementing virtual patching). Other compensating controls that do not decrease the residual risk but increase the ability to respond may be desirable (e.g., provide a timely response in case of an incident, devise a plan to ensure that the OT can identify exploitation of the flaw). Testing flaw remediation in an OT may exceed the organization's available resources.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | |----------|------------------------------------------------------|--------|-------------------|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | SI-2 | Flaw Remediation | Select | Select | Select | | SI-2 (2) | FLAW REMEDIATION AUTOMATED FLAW REMEDIATION STATUS | | Select | Select | OT Discussion: Flaw remediation, or patching, is complicated since many OT employ OSs and other software that are no longer maintained by the vendors. OT operators may also not have the resources or capability to test patches and are dependent on vendors to validate the operability of a patch. Sometimes, the organization has no choice but to accept additional risk if no vendor patch is available, if patching requires additional time to complete validation or testing, or if deployment requires an unacceptable operations shutdown. In these situations, compensating controls should be implemented (e.g., limiting the exposure of the vulnerable system, restricting vulnerable services, implementing virtual patching). Other compensating controls that do not decrease the residual risk but increase the ability to respond may be desirable (e.g., provide a timely response in case of an incident, devise a plan to ensure that the OT can identify exploitation of the flaw). Testing flaw remediation in an OT may exceed the organization's available resources. Control Enhancement: (2) No OT discussion for this control."
"SI-3","SI","System and Information Integrity","Malicious Code Protection","Malicious code protection should only be deployed after careful consideration and verification that it does not adversely impact the operation of the OT. Malicious code protection tools should be configured to minimize their potential impact on the OT (e.g., employ notification rather than quarantine). Example compensating controls include increased traffic monitoring and auditing.","| | CNTL<br>CONTROL NAME<br>Control Enhancement Name<br>NO. | CONTROL BASELINES | | | | |------|---------------------------------------------------------|-------------------|--------|--------|--| | | | LOW | MOD | HIGH | | | SI-3 | Malicious Code Protection | Select | Select | Select | | OT Discussion: Malicious code protection should only be deployed after careful consideration and verification that it does not adversely impact the operation of the OT. Malicious code protection tools should be configured to minimize their potential impact on the OT (e.g., employ notification rather than quarantine). Example compensating controls include increased traffic monitoring and auditing."
"SI-4","SI","System and Information Integrity","System Monitoring","The organization ensures that the use of monitoring tools and techniques does not adversely impact the operational performance of the OT. Example compensating controls include deploying sufficient network, process, and physical monitoring.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | |-----------|------------------------------------------------------------------------------|--------|-------------------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SI-4 | System Monitoring | Select | Select | Select | | | SI-4 (2) | SYSTEM MONITORING AUTOMATED TOOLS AND MECHANISMS FOR<br>REAL-TIME ANALYSIS | | Select | Select | | | SI-4 (4) | SYSTEM MONITORING INBOUND AND OUTBOUND<br>COMMUNICATIONS TRAFFIC | | Select | Select | | | SI-4 (5) | SYSTEM MONITORING SYSTEM-GENERATED ALERTS | | Select | Select | | | SI-4 (10) | SYSTEM MONITORING VISIBILITY OF ENCRYPTED<br>COMMUNICATIONS | | | Select | | | SI-4 (12) | SYSTEM MONITORING AUTOMATED ORGANIZATION-GENERATED<br>ALERTS | | | Select | | | SI-4 (14) | SYSTEM MONITORING WIRELESS INTRUSION DETECTION | | | Select | | | SI-4 (20) | SYSTEM MONITORING PRIVILEGED USERS | | | Select | | | SI-4 (22) | SYSTEM MONITORING UNAUTHORIZED NETWORK SERVICES | | | Select | | OT Discussion: The organization ensures that the use of monitoring tools and techniques does not adversely impact the operational performance of the OT. Example compensating controls include deploying sufficient network, process, and physical monitoring. Control Enhancement: (2) OT Discussion: When the OT cannot support the use of automated tools for near-real-time analysis of events, the organization employs compensating controls (e.g., providing an auditing capability on a separate system, nonautomated mechanisms or procedures) in accordance with the general tailoring guidance. Control Enhancement: (4) (10) (12) (14) (20) (22) No OT Discussion for this control. Control Enhancement: (5) OT Discussion: Example compensating controls include manually generating alerts."
"SI-5","SI","System and Information Integrity","Security Alerts, Advisories, And Directives","CISA generates security alerts and advisories relative to OT at [https://www.cisa.gov/uscert/ics.](https://www.cisa.gov/uscert/ics) Industry-specific ISACs often provide tailored advisories and alerts, which can be found at [https://www.nationalisacs.org/.](https://www.nationalisacs.org/)","| CNTL | CONTROL NAME | | | CONTROL BASELINES | | |----------|----------------------------------------------------------------------------------|--------|--------|-------------------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SI-5 | Security Alerts, Advisories, and Directives | Select | Select | Select | | | SI-5 (1) | SECURITY ALERTS, ADVISORIES, AND DIRECTIVES AUTOMATED<br>ALERTS AND ADVISORIES | | | Select | | OT Discussion: CISA generates security alerts and advisories relative to OT at [https://www.cisa.gov/uscert/ics.](https://www.cisa.gov/uscert/ics) Industry-specific ISACs often provide tailored advisories and alerts, which can be found at [https://www.nationalisacs.org/.](https://www.nationalisacs.org/) Control Enhancement: (1) No OT Discussion for this control."
"SI-6","SI","System and Information Integrity","Security And Privacy Function Verification","Shutting down and restarting the OT may not always be feasible upon the identification of an anomaly. These actions should be scheduled according to OT operational requirements.","| CNTL | CONTROL NAME | CONTROL BASELINES | | | |------|--------------------------------------------|-------------------|-----|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | SI-6 | Security and Privacy Function Verification | | | Select | OT Discussion: Shutting down and restarting the OT may not always be feasible upon the identification of an anomaly. These actions should be scheduled according to OT operational requirements."
"SI-7","SI","System and Information Integrity","Software, Firmware, And Information Integrity","The organization determines whether the use of integrity verification applications would adversely impact operation of the ICS and employs compensating controls (e.g., manual integrity verifications that do not affect performance). Control Enhancements: (1) OT Discussion: The organization ensures that the use of integrity verification applications does not adversely impact the operational performance of the OT.","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | |-----------|----------------------------------------------------------------------------------------------------|-----|-------------------|--------|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | SI-7 | Software, Firmware, and Information Integrity | | Select | Select | | | SI-7 (1) | SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY INTEGRITY<br>CHECKS | | Select | Select | | | SI-7 (2) | SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY <br>AUTOMATED NOTIFICATIONS OF INTEGRITY VIOLATIONS | | | Select | | | SI-7 (5) | SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY <br>AUTOMATED RESPONSE TO INTEGRITY VIOLATIONS | | | Select | | | SI-7 (7) | SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY <br>INTEGRATION OF DETECTION AND RESPONSE | | Select | Select | | | SI-7 (15) | SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY CODE<br>AUTHENTICATION | | | Select | | OT Discussion: The organization determines whether the use of integrity verification applications would adversely impact operation of the ICS and employs compensating controls (e.g., manual integrity verifications that do not affect performance). Control Enhancements: (1) OT Discussion: The organization ensures that the use of integrity verification applications does not adversely impact the operational performance of the OT. Control Enhancement: (2) OT Discussion: When the organization cannot employ automated tools that provide notifications about integrity discrepancies, the organization employs nonautomated mechanisms or procedures. Example compensating controls include performing scheduled manual inspections for integrity violations. Control Enhancement: (5) OT Discussion: Shutting down and restarting the ICS may not always be feasible upon identification of an anomaly. These actions should be scheduled according to ICS operational requirements. Control Enhancement: (7) OT Discussion: When the ICS cannot detect unauthorized securityrelevant changes, the organization employs compensating controls (e.g., manual procedures) in accordance with the general tailoring guidance. Control Enhancement: (15) OT Discussion: Code authentication provides assurance that the software and firmware have not been tampered with. If automated mechanisms are not available, organizations could manually verify code authentication by using a combination of techniques, including verifying hashes, downloading from reputable sources, verifying version numbers with the vendor, or testing software and firmware in offline or test environments."
"SI-8","SI","System and Information Integrity","Spam Protection","OT organizations implement spam protection by removing spam transport mechanisms, functions, and services (e.g., electronic mail, web browsing) from the OT. Rationale for removing SI-8 (2) from MOD and HIGH baselines: Spam transport mechanisms are disabled or removed from the OT, so automatic updates are not necessary.","| CNTL | CONTROL NAME<br>Control Enhancement Name<br>NO. | CONTROL BASELINES | | | | |----------|-------------------------------------------------|-------------------|--------|--------|--| | | | LOW | MOD | HIGH | | | SI-8 | Spam Protection | | Select | Select | | | SI-8 (2) | SPAM PROTECTION AUTOMATIC UPDATES | | Remove | Remove | | OT Discussion: OT organizations implement spam protection by removing spam transport mechanisms, functions, and services (e.g., electronic mail, web browsing) from the OT. Rationale for removing SI-8 (2) from MOD and HIGH baselines: Spam transport mechanisms are disabled or removed from the OT, so automatic updates are not necessary."
"SI-10","SI","System and Information Integrity","Information Input Validation","","| CNTL<br>NO. | CONTROL NAME | | CONTROL BASELINES | | | |-------------|------------------------------|-----|-------------------|--------|--| | | Control Enhancement Name | LOW | MOD | HIGH | | | SI-10 | Information Input Validation | | Select | Select | | No OT Discussion for this control."
"SI-11","SI","System and Information Integrity","Error Handling","","| CNTL<br>CONTROL NAME<br>NO.<br>Control Enhancement Name | | | CONTROL BASELINES | | |---------------------------------------------------------|----------------|-----|-------------------|--------| | | | LOW | MOD | HIGH | | SI-11 | Error Handling | | Select | Select | No OT Discussion for this control."
"SI-12","SI","System and Information Integrity","Information Management And Retention","","| | CNTL<br>CONTROL NAME<br>NO.<br>Control Enhancement Name | CONTROL BASELINES | | | | |-------|---------------------------------------------------------|-------------------|--------|--------|--| | | | LOW | MOD | HIGH | | | SI-12 | Information Management and Retention | Select | Select | Select | |"
"SI-13","SI","System and Information Integrity","Predictable Failure Prevention","","| CNTL | CONTROL NAME<br>Control Enhancement Name | SUPPLEMENTED<br>CONTROL BASELINES | | | |-------|------------------------------------------|-----------------------------------|-----|------| | NO. | | LOW | MOD | HIGH | | SI-13 | Predictable Failure Prevention | | | Add | No OT Discussion for this control. Rationale for adding SI-13 control to HIGH baseline: OT are designed and built with certain boundary conditions, design parameters, and assumptions about their environment and mode of operation. OT may run much longer than conventional systems, allowing latent flaws that are not manifest in other environments to become effective. For example, integer overflow might never occur in systems that are re-initialized more frequently than the occurrence of the overflow. Experience and forensic studies of anomalies and incidents in OT can lead to the identification of emergent properties that were previously unknown, unexpected, or unanticipated. Preventative and restorative actions (e.g., restarting the system or application) are prudent but may not be acceptable in OT for operational reasons."
"SI-16","SI","System and Information Integrity","Memory Protection","","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | | |-------|--------------------------|-----|-------------------|--------|--|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | | SI-16 | Memory Protection | | Select | Select | | | No OT Discussion for this control."
