"identifier","family","family_long_name","base_control","enhancement","is_enhancement","sort_as","control_name","assessment_objective","examine","interview","test"
"PE-06(02)_ODP[03]","PE","","PE-06","2","True","PE-06-02-03","","automated mechanisms used to recognize classes or types of intrusions and initiate response actions (defined in PE-06(02)_ODP) are defined;","","",""
"PE-06(02)[01]","PE","","PE-06","2","True","PE-06-02-04","","<PE-06(02)_ODP[01] classes or types of intrusions> are recognized;","","",""
"PE-06(02)[02]","PE","","PE-06","2","True","PE-06-02-05","","<PE-06(02)_ODP[02] response actions> are initiated using <PE-06(02)_ODP[03] automated mechanisms>.","","",""
"PE-06(03)","PE","","PE-06","3","True","PE-06-03-00","Monitoring Physical Access | Video Surveillance","Determine if:","[SELECT FROM: Physical and environmental protection policy; procedures addressing physical access monitoring; video surveillance equipment used to monitor operational areas; video recordings of operational areas where video surveillance is employed; video surveillance equipment logs or records; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with physical access monitoring responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for monitoring physical access; mechanisms supporting and/or implementing physical access monitoring; mechanisms supporting and/or implementing video surveillance]."
"PE-06(03)_ODP[01]","PE","","PE-06","3","True","PE-06-03-01","","operational areas where video surveillance is to be employed are defined;","","",""
"PE-06(03)_ODP[02]","PE","","PE-06","3","True","PE-06-03-02","","frequency at which to review video recordings is defined;","","",""
"PE-06(03)_ODP[03]","PE","","PE-06","3","True","PE-06-03-03","","time period for which to retain video recordings is defined;","","",""
"PE-06(03)(a)","PE","","PE-06","3","True","PE-06-03-04","","video surveillance of <PE-06(03)_ODP[01] operational areas> is employed;","","",""
"PE-06(03)(b)","PE","","PE-06","3","True","PE-06-03-05","","video recordings are reviewed <PE-06(03)_ODP[02] frequency>;","","",""
"PE-06(03)(c)","PE","","PE-06","3","True","PE-06-03-06","","video recordings are retained for <PE-06(03)_ODP[03] time period>.","","",""
"PE-06(04)","PE","","PE-06","4","True","PE-06-04-00","Monitoring Physical Access | Monitoring Physical Access to Systems","Determine if:","[SELECT FROM: Physical and environmental protection policy; procedures addressing physical access monitoring; physical access control logs or records; physical access control devices; access authorizations; access credentials; list of areas within the facility containing concentrations of system components or system components requiring additional physical access monitoring; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with physical access monitoring responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for monitoring physical access to the system; mechanisms supporting and/or implementing physical access monitoring for facility areas containing system components]."
"PE-06(04)_ODP","PE","","PE-06","4","True","PE-06-04-01","","physical spaces containing one or more components of the system are defined;","","",""
"PE-06(04)","PE","","PE-06","4","True","PE-06-04-02","","physical access to the system is monitored in addition to the physical access monitoring of the facility at <PE-06(04)_ODP physical spaces>.","","",""
"PE-07","PE","PHYSICAL AND ENVIRONMENTAL PROTECTION","PE-07","","False","PE-07-00-00","Visitor Control","[WITHDRAWN: Incorporated into PE-02, PE-03.]","","",""
"PE-08","PE","PHYSICAL AND ENVIRONMENTAL PROTECTION","PE-08","","False","PE-08-00-00","Visitor Access Records","Determine if:","[SELECT FROM: Physical and environmental protection policy; procedures addressing visitor access records; visitor access control logs or records; visitor access record or log reviews; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with visitor access record responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for maintaining and reviewing visitor access records; mechanisms supporting and/or implementing the maintenance and review of visitor access records]."
"PE-08_ODP[01]","PE","","PE-08","","False","PE-08-00-01","","time period for which to maintain visitor access records for the facility where the system resides is defined;","","",""
"PE-08_ODP[02]","PE","","PE-08","","False","PE-08-00-02","","the frequency at which to review visitor access records is defined;","","",""
"PE-08_ODP[03]","PE","","PE-08","","False","PE-08-00-03","","personnel to whom visitor access records anomalies are reported to is/are defined;","","",""
"PE-08a.","PE","","PE-08","","False","PE-08-00-04","","visitor access records for the facility where the system resides are maintained for <PE-08_ODP[01] time period>;","","",""
"PE-08b.","PE","","PE-08","","False","PE-08-00-05","","visitor access records are reviewed <PE-08_ODP[02] frequency>;","","",""
"PE-08c.","PE","","PE-08","","False","PE-08-00-06","","visitor access records anomalies are reported to <PE-08_ODP[03] personnel>.","","",""
"PE-08(01)","PE","","PE-08","1","True","PE-08-01-00","Visitor Access Records | Automated Records Maintenance and Review","Determine if:","[SELECT FROM: Physical and environmental protection policy; procedures addressing visitor access records; automated mechanisms supporting management of visitor access records; visitor access control logs or records; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with visitor access record responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for maintaining and reviewing visitor access records; automated mechanisms supporting and/or implementing the maintenance and review of visitor access records]."
"PE-08(01)_ODP[01]","PE","","PE-08","1","True","PE-08-01-01","","automated mechanisms used to maintain visitor access records are defined;","","",""
"PE-08(01)_ODP[02]","PE","","PE-08","1","True","PE-08-01-02","","automated mechanisms used to review visitor access records are defined;","","",""
"PE-08(01)[01]","PE","","PE-08","1","True","PE-08-01-03","","visitor access records are maintained using <PE-08(01)_ODP[01] automated mechanisms>;","","",""
"PE-08(01)[02]","PE","","PE-08","1","True","PE-08-01-04","","visitor access records are reviewed using <PE-08(01)_ODP[02] automated mechanisms>.","","",""
"PE-08(02)","PE","","PE-08","2","True","PE-08-02-00","Visitor Access Records | Physical Access Records","[WITHDRAWN: Incorporated into PE-02.]","","",""
"PE-08(03)","PE","","PE-08","3","True","PE-08-03-00","Visitor Access Records | Limit Personally Identifiable Information Elements","Determine if:","[SELECT FROM: Physical and environmental protection policy; personally identifiable information processing policy; privacy risk assessment documentation; privacy impact assessment; visitor access records; personally identifiable information inventory; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with visitor access records responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for maintaining and reviewing visitor access records]."
